TEAMID,INDEX,STATUS,DEPTH,FIRST,LAST,SKIN,NUMBER,Height,Weight,POS,AWARE,SPEED,TLK BRK,FUMBLE,CATCH,RTRN,PAS BLK,RUN BLK,THR PWR,THR ACC,KCK PWR,KCK ACC,BLK SHD,PAS RSH,TACKLE,HIT PWR,M COV,Z COV,FITNESS,DISCIPLINE,POTENTIAL,VISOR,SLEEVES,BANDS,WRAPS,AGE,PORTRAIT
4,161,Active,1,Dominic,Petrie,1,33,73,241,FB,72,74,66,76,63,64,75,74,18,23,20,21,25,29,31,42,17,22,71,83,99,0,0,0,0,21,79
4,162,Active,1,Zachery,Hunsaker,1,12,71,193,WR,74,91,53,48,49,77,28,47,43,42,11,15,26,9,34,26,24,33,68,70,99,1,0,0,0,19,18
4,163,Active,2,Arnold,Carothers,1,2,70,179,WR,67,88,38,46,59,72,27,46,42,9,12,30,14,28,33,9,14,25,75,89,99,1,1,0,0,20,56
4,164,Active,3,Karl,Rasmussen,1,88,72,219,WR,78,86,49,55,52,59,28,50,11,26,12,28,21,28,13,24,32,9,78,71,99,1,1,0,0,20,39
4,165,Active,4,Otis,Tunstall,5,89,71,186,WR,61,89,42,49,52,64,23,52,38,28,41,19,11,24,34,23,21,16,85,84,99,1,1,0,0,22,60
4,166,Active,5,Sidney,Gaines,5,17,69,183,WR,63,89,47,47,57,56,30,49,40,53,22,18,26,8,33,8,11,11,86,83,99,1,0,0,0,19,95
4,167,Active,1,Carter,Flint,1,87,75,264,TE,65,74,63,53,68,64,65,67,25,26,19,13,8,25,34,37,15,21,86,77,99,0,0,0,0,20,16
4,168,Active,1,Bernard,Decarlo,1,60,77,333,LT,71,65,20,8,21,25,81,78,28,12,11,9,10,20,11,30,21,18,80,86,99,0,0,0,0,21,2
4,169,Active,1,Tanner,Flack,1,64,78,331,LG,72,63,24,16,13,10,76,77,27,25,18,29,9,22,16,16,9,13,79,85,99,0,0,0,0,22,91
4,170,Active,1,Roman,Saucier,1,67,78,320,C,73,66,17,16,22,17,72,73,16,10,22,20,22,14,16,15,12,14,78,73,99,0,0,0,0,20,31
4,171,Active,1,Mick,Bridge,1,63,77,323,RG,78,63,11,9,12,13,71,67,19,14,11,10,8,25,18,8,19,13,68,70,99,0,0,0,0,20,18
4,172,Active,1,Toby,Mattingly,1,79,78,300,RT,58,58,9,10,11,16,68,79,15,17,10,11,20,18,27,20,11,18,63,79,99,0,0,0,0,20,44
4,173,Active,1,Kevin,Nutt,1,98,74,297,DE,74,66,8,24,15,18,22,27,24,19,18,24,78,80,71,60,7,9,73,83,99,0,0,0,0,19,52
4,174,Active,1,Woodrow,Dye,1,93,75,317,DT,77,63,22,25,12,24,13,26,26,14,21,11,78,73,77,64,19,20,69,86,99,0,0,0,0,21,29
4,175,Active,2,Felton,Rayford,5,97,78,332,DT,71,61,25,11,10,23,16,45,21,19,22,15,74,72,76,71,21,19,66,87,99,0,0,0,0,20,81
4,176,Active,2,Antwan,Mingo,5,92,78,278,DE,76,75,38,25,20,30,28,51,13,20,7,22,65,79,62,73,23,9,76,72,99,0,0,0,0,21,7
4,177,Active,1,Mack,Liggins,5,51,77,258,OLB,80,78,42,18,41,24,34,25,19,14,15,21,67,61,69,54,60,72,74,74,99,1,1,0,0,20,97
4,178,Active,1,Thurman,Cheeks,5,59,76,245,MLB,74,78,31,15,38,37,12,8,11,11,23,9,73,68,69,72,67,58,71,89,99,1,0,0,0,22,5
4,179,Active,2,Demetrius,Moultrie,5,58,73,249,OLB,79,72,21,34,51,31,37,28,19,24,15,20,67,72,67,73,61,61,65,84,99,1,0,0,0,19,37
4,180,Active,2,Bret,Duffey,1,54,76,235,MLB,62,70,15,8,41,28,38,34,11,10,10,12,70,60,71,63,71,67,72,84,99,0,0,0,0,20,6
4,181,Active,1,Darrin,Stallworth,5,32,72,181,DB,67,92,24,30,63,37,33,28,16,17,11,27,50,49,61,63,73,60,73,85,99,1,1,0,0,21,59
4,182,Active,1,Jalen,Pinckney,5,23,72,178,SS,64,83,18,35,44,52,47,22,15,16,9,13,43,32,61,54,69,63,79,79,99,1,0,0,0,22,56
4,183,Active,1,Guy,Messer,1,35,70,224,FS,61,92,25,9,51,42,24,9,11,20,20,17,45,23,60,57,68,58,68,75,99,1,0,0,0,21,40
4,184,Active,2,Darrel,Middlebrooks,5,22,72,189,DB,65,85,24,20,45,42,6,23,9,22,10,18,51,46,60,57,68,63,75,78,99,1,0,0,0,21,37
4,185,Active,3,Troy,Pride,5,34,76,223,DB,60,92,34,25,44,32,18,14,13,12,13,10,49,52,58,57,65,64,89,76,99,1,0,0,0,22,35
4,186,Active,4,Desmond,Varnado,5,39,75,188,DB,51,88,20,23,58,52,48,22,9,22,18,11,52,52,70,57,62,66,83,83,99,1,1,0,0,19,43
4,187,Active,1,Bennett,Fritz,1,14,73,182,K,77,56,8,15,10,11,21,23,31,29,79,81,18,12,21,10,15,15,71,80,99,0,0,0,0,19,78
4,188,Active,1,Rex,Story,1,7,76,210,P,76,56,22,13,17,15,28,16,30,41,84,82,21,18,19,7,10,8,73,72,99,0,0,0,0,20,42
4,189,Active,2,Val,Warden,1,3,73,221,QB,84,64,22,11,19,21,35,19,82,69,13,28,13,21,13,17,16,8,81,87,99,0,1,0,0,22,99
4,190,Active,3,Rusty,Mcadams,1,9,75,238,QB,63,64,32,37,16,19,41,38,79,67,35,12,16,16,17,11,13,17,82,86,99,0,0,0,0,22,58
4,191,Active,2,Neil,Kiley,1,24,69,203,RB,70,90,81,73,58,57,48,27,23,22,11,17,17,15,33,8,15,24,72,79,99,0,1,0,0,22,1
4,192,Active,3,Booker,Norfleet,5,38,72,219,RB,69,84,80,67,59,63,49,23,13,26,15,23,10,22,24,15,23,13,66,83,99,0,1,0,0,20,95
4,193,Active,6,Channing,Daye,5,80,72,189,WR,61,91,54,55,59,56,29,45,43,12,27,34,17,23,34,16,8,29,71,74,99,1,0,0,0,22,71
4,194,Active,2,Felton,Hardeman,5,82,76,270,TE,64,75,58,53,64,58,75,71,25,27,32,9,14,13,28,26,22,21,80,80,99,0,1,0,0,19,89
4,195,Active,3,Glyn,Larsen,1,85,77,265,TE,62,75,60,54,62,68,60,69,7,23,23,15,19,13,38,14,25,24,81,74,99,0,0,0,0,20,53
4,196,Active,2,Lloyd,Lofton,5,70,79,309,LT,73,61,16,17,19,28,78,73,21,15,8,28,21,11,11,18,23,17,73,79,99,0,0,0,0,22,23
4,197,Active,2,Toney,Bracey,5,74,74,311,LG,50,56,11,21,9,18,75,69,17,11,20,15,23,15,13,24,10,22,80,70,99,0,0,0,0,21,39
4,198,Active,2,Matthew,Purdy,1,71,74,340,C,58,62,25,21,19,19,66,68,22,8,9,17,25,14,14,17,17,22,68,86,99,0,0,0,0,22,87
4,199,Active,2,Aidan,Scofield,1,73,74,331,RG,70,53,14,22,23,23,66,70,17,14,17,14,11,25,26,26,19,14,75,73,99,0,0,0,0,22,13
4,200,Active,3,Ramon,Santiago,3,91,79,275,DE,75,58,14,17,18,15,54,26,20,24,18,8,73,78,61,73,18,25,69,75,99,0,0,0,0,21,89
4,201,Active,4,Floyd,Mingo,5,99,74,304,DE,67,57,35,18,11,18,54,45,24,12,15,19,69,79,69,67,23,24,73,80,99,0,0,0,0,19,9
4,202,Active,5,Jerome,Belton,5,96,79,285,DE,76,63,36,14,10,8,41,32,16,16,16,23,66,72,61,73,22,18,68,85,99,0,0,0,0,22,1
4,203,Active,6,Gordon,Holtz,1,95,74,287,DE,70,56,23,23,15,21,48,46,17,8,19,18,71,72,62,72,8,26,74,69,99,0,0,0,0,20,89
4,204,Active,3,Damon,Honeycutt,1,94,77,318,DT,78,58,26,13,21,22,19,21,10,18,25,24,66,73,66,74,26,26,68,74,99,0,0,0,0,19,30
4,205,Active,3,Brad,Crist,1,50,73,236,OLB,78,75,19,15,58,38,17,27,11,25,26,25,65,72,66,62,66,57,72,87,99,0,1,0,0,20,31
4,206,Active,4,Hugo,Delcid,3,53,76,261,OLB,69,73,39,10,55,42,42,45,12,16,10,25,73,71,68,61,70,60,65,83,99,0,0,0,0,22,78
4,207,Active,3,Darrel,Dunham,1,52,74,246,MLB,66,74,20,15,46,29,25,19,20,14,31,27,59,66,72,56,59,71,73,89,99,0,0,0,0,22,70
4,208,Active,4,Kristopher,Baldridge,1,56,77,253,MLB,57,74,18,16,45,21,24,46,10,24,15,13,69,72,71,55,68,66,63,80,99,1,0,0,0,21,81
4,209,Active,5,Theron,Buford,5,37,72,195,DB,53,84,23,19,60,40,37,14,15,16,8,24,52,27,69,60,66,62,78,76,99,1,0,0,0,19,41
4,210,Active,2,Major,Fairley,5,20,75,182,SS,52,84,29,24,43,43,40,22,16,13,25,19,48,23,55,67,61,63,79,87,99,0,1,0,0,20,69
4,211,Active,2,Rickie,Leatherman,1,26,73,198,FS,53,83,19,23,48,48,48,21,13,20,25,8,45,28,66,56,63,68,74,70,99,1,1,0,0,22,79
0,212,Free Agent,NA,Bennett,Allman,1,17,71,226,QB,61,60,37,24,12,17,23,40,67,76,32,12,22,7,19,23,19,22,60,65,99,0,1,0,0,20,42
0,213,Free Agent,NA,Ralph,Faulkner,1,16,74,232,QB,52,76,26,37,13,19,35,16,69,67,8,26,12,5,5,6,16,15,75,85,99,0,0,0,0,22,29
0,214,Free Agent,NA,Alton,Woodson,5,37,72,217,RB,71,78,55,79,52,62,44,22,20,25,21,35,7,21,14,9,31,18,79,70,99,1,1,0,0,19,57
0,215,Free Agent,NA,Willie,Baskerville,5,25,72,218,RB,46,79,61,55,51,59,50,19,19,24,26,33,11,13,7,21,28,17,64,80,99,1,1,0,0,21,0
0,216,Free Agent,NA,Raven,Outlaw,5,9,75,225,WR,50,85,31,35,56,50,18,52,44,12,39,21,16,5,23,7,10,15,80,83,99,0,0,0,0,21,66
0,217,Free Agent,NA,Camryn,Hatchett,5,88,77,238,TE,64,61,55,47,68,60,60,66,20,14,5,17,5,5,39,7,19,5,83,78,99,0,1,0,0,19,86
0,218,Free Agent,NA,Toney,Polite,5,83,73,261,TE,48,65,52,50,52,65,62,69,18,9,5,5,5,24,34,7,6,10,74,82,99,0,1,0,0,22,43
0,219,Free Agent,NA,Robert,Mercer,1,63,78,322,LT,59,59,6,6,18,26,82,68,7,10,22,23,23,5,14,31,21,5,75,86,99,0,0,0,0,22,76
0,220,Free Agent,NA,Rogelio,Trevino,3,64,79,301,LG,52,55,9,9,5,19,67,73,16,10,20,9,10,22,13,24,5,18,65,78,99,0,0,0,0,20,91
0,221,Free Agent,NA,Kirby,Story,1,66,79,312,C,68,52,8,19,5,10,61,65,23,5,11,20,11,13,16,16,6,15,64,83,99,0,0,0,0,20,59
0,222,Free Agent,NA,Zackary,Sheldon,1,60,77,327,RG,59,59,17,11,14,7,73,70,17,16,5,7,7,7,13,22,16,12,78,79,99,0,0,0,0,19,11
0,223,Free Agent,NA,Kent,Roller,1,94,74,284,DE,75,66,15,11,22,12,33,19,14,19,8,12,59,65,57,52,8,5,73,72,99,0,0,0,0,20,65
0,224,Free Agent,NA,Dandre,Gooden,5,90,78,303,DE,66,62,8,13,14,5,46,22,6,5,13,5,72,69,59,48,6,5,69,77,99,0,0,0,0,20,29
0,225,Free Agent,NA,Spencer,Boettcher,1,92,77,269,DE,55,68,30,8,11,26,11,5,20,21,20,21,67,70,66,47,8,11,62,71,99,0,0,0,0,20,64
0,226,Free Agent,NA,Shawn,Daily,1,93,76,274,DE,58,58,8,6,23,29,24,32,5,5,10,5,60,65,68,55,5,8,71,69,99,0,0,0,0,21,53
0,227,Free Agent,NA,Perry,Cobbs,5,99,75,318,DT,55,46,24,9,5,5,29,13,18,7,11,22,74,75,74,57,22,9,65,62,99,0,0,0,0,21,84
0,228,Free Agent,NA,Andre,Towns,5,56,76,260,OLB,48,72,34,32,49,23,21,22,8,5,6,22,54,54,59,62,64,67,73,70,99,0,1,0,0,21,47
0,229,Free Agent,NA,Roberto,Suazo,3,57,74,263,OLB,57,64,13,28,57,48,32,42,23,7,18,20,52,63,69,67,54,47,68,79,99,0,0,0,0,22,21
0,230,Free Agent,NA,Chaz,Fowlkes,5,52,74,249,MLB,52,72,35,7,50,46,5,24,17,12,8,15,61,67,66,59,62,48,57,70,99,1,1,0,0,21,39
0,231,Free Agent,NA,Carl,Foote,1,58,75,239,MLB,51,66,43,11,43,39,19,6,14,6,12,5,57,62,63,50,61,51,71,86,99,1,0,0,0,20,57
0,232,Free Agent,NA,Ronnie,Ivory,5,22,73,193,DB,50,78,22,5,52,44,14,20,20,13,9,19,49,30,64,59,64,56,60,81,99,1,0,0,0,22,63
0,233,Free Agent,NA,Broderick,Alleyne,5,33,70,221,SS,46,81,10,30,54,31,5,20,22,12,6,17,47,53,62,50,57,71,62,75,99,1,0,0,0,20,28
0,234,Free Agent,NA,London,Ealy,5,32,72,197,FS,52,83,29,26,56,30,21,5,7,14,17,12,40,42,60,53,54,53,84,84,99,1,1,0,0,22,9
0,235,Free Agent,NA,Jerry,Gaskill,1,9,77,190,QB,60,85,28,18,22,25,22,23,67,83,12,11,27,19,19,15,16,24,77,80,99,0,0,0,0,19,7
0,236,Free Agent,NA,Angel,Gonzalez,3,17,74,224,QB,62,76,20,26,16,19,30,23,74,78,18,20,22,27,21,26,9,22,70,84,99,0,0,0,0,22,13
0,237,Free Agent,NA,Tyler,Baird,1,32,71,211,RB,60,92,70,74,62,69,54,30,25,17,17,9,26,18,31,21,23,19,82,72,99,1,1,0,0,19,69
0,238,Free Agent,NA,Carson,Glick,1,6,72,235,RB,54,84,63,68,63,56,50,24,11,9,22,18,23,15,26,24,14,15,64,76,99,0,0,0,0,20,83
0,239,Free Agent,NA,Kelvin,Bazemore,5,3,74,203,WR,54,84,40,42,49,71,30,49,9,15,24,27,11,25,8,19,28,16,79,82,99,0,1,0,0,21,64
0,240,Free Agent,NA,Corey,Phillip,5,87,77,239,TE,79,72,59,54,66,67,75,61,12,21,25,19,28,27,8,22,22,14,68,88,99,0,0,0,0,21,84
0,241,Free Agent,NA,Nathan,Wenger,1,88,76,236,TE,66,70,54,54,63,65,59,76,24,19,10,16,28,24,29,37,30,21,82,68,99,0,0,0,0,21,9
0,242,Free Agent,NA,Alfred,Witt,1,69,78,322,LT,75,59,9,21,12,20,82,66,17,20,23,21,6,15,6,14,21,18,71,68,99,0,0,0,0,21,21
0,243,Free Agent,NA,Reid,Bumgarner,1,60,78,309,LG,49,58,16,21,18,9,82,69,23,23,9,17,7,9,12,23,25,20,71,80,99,0,0,0,0,19,41
0,244,Free Agent,NA,James,Ackley,1,67,79,338,C,50,58,11,18,19,9,77,70,13,16,22,10,16,15,18,26,9,24,82,71,99,0,0,0,0,22,70
0,245,Free Agent,NA,Vaughn,Ruffin,5,70,74,318,RG,66,58,24,17,16,18,76,66,20,10,16,8,19,14,10,16,17,21,72,84,99,0,0,0,0,20,72
0,246,Free Agent,NA,Alexis,Sturdivant,5,99,75,293,DE,65,65,20,21,7,25,36,46,24,24,7,23,80,66,69,59,21,19,73,84,99,0,0,0,0,20,21
0,247,Free Agent,NA,Jerald,Mcwilliams,1,96,74,300,DE,63,56,38,23,13,31,49,20,15,20,15,22,66,76,65,58,27,24,68,79,99,0,0,0,0,21,81
0,248,Free Agent,NA,Forrest,Fielding,1,90,74,279,DE,65,71,28,16,14,18,35,35,24,20,7,21,69,64,64,54,7,22,71,71,99,0,0,0,0,22,50
0,249,Free Agent,NA,Bradley,Shane,1,91,76,277,DE,58,59,25,24,17,15,40,37,21,12,24,9,79,65,59,74,17,22,74,74,99,0,0,0,0,20,0
0,250,Free Agent,NA,Deandra,Boykins,5,97,78,311,DT,73,66,21,11,21,9,27,48,8,13,22,24,63,66,62,73,19,19,72,80,99,0,0,0,0,22,65
0,251,Free Agent,NA,Sammie,Canty,5,58,73,231,OLB,66,76,27,16,48,51,36,20,12,11,11,18,72,65,71,69,58,55,71,87,99,0,0,0,0,20,23
0,252,Free Agent,NA,Bailey,Daly,1,57,74,244,OLB,64,76,41,29,58,24,21,22,19,11,8,21,58,60,66,55,73,73,76,74,99,1,0,0,0,20,42
0,253,Free Agent,NA,Gerardo,Cardenas,3,56,75,243,MLB,54,77,17,37,45,30,17,41,24,20,28,17,71,59,63,58,58,72,72,76,99,1,0,0,0,19,70
0,254,Free Agent,NA,Dominique,Thompkins,5,54,74,255,MLB,62,73,21,13,44,33,21,25,12,21,15,18,65,63,69,57,54,59,71,87,99,1,0,0,0,22,60
0,255,Free Agent,NA,Will,Marable,5,26,74,198,DB,55,86,18,22,43,40,52,8,13,20,13,15,49,32,61,59,58,65,81,84,99,1,0,0,0,22,10
0,256,Free Agent,NA,Lewis,Marable,5,24,75,193,SS,50,85,22,22,57,47,53,30,15,23,12,10,45,29,72,64,68,62,82,70,99,0,0,0,0,21,42
0,257,Free Agent,NA,Jerrell,Celestine,5,35,75,201,FS,59,90,17,7,54,47,27,20,23,9,20,16,44,32,65,59,64,59,76,73,99,0,0,0,0,20,46
0,258,Free Agent,NA,Everett,Folk,1,5,70,229,QB,72,63,37,28,18,15,45,43,78,82,14,33,22,18,13,25,15,26,78,79,99,0,0,0,0,19,38
0,259,Free Agent,NA,Brooks,Segal,1,8,77,187,QB,62,75,30,28,11,13,43,12,64,83,34,8,15,13,21,23,13,12,82,68,99,0,1,0,0,22,33
0,260,Free Agent,NA,Oliver,Flournoy,5,22,74,194,RB,63,91,61,71,63,61,54,25,26,21,9,31,7,16,22,23,21,36,77,75,99,1,1,0,0,22,70
0,261,Free Agent,NA,Kenny,Singletary,5,21,71,196,RB,59,84,68,58,56,61,51,24,16,34,25,20,11,14,30,25,13,16,77,73,99,1,1,0,0,21,45
0,262,Free Agent,NA,Perry,Koon,1,84,76,179,WR,70,91,52,40,47,50,30,54,13,28,26,22,22,16,27,21,26,23,75,88,99,1,1,0,0,22,55
0,263,Free Agent,NA,Norman,Griffith,1,83,79,244,TE,68,64,58,54,69,67,74,75,14,20,17,16,8,24,16,38,12,24,70,80,99,0,1,0,0,21,99
0,264,Free Agent,NA,Henry,Cash,1,88,78,261,TE,59,67,58,54,70,58,63,75,10,10,30,15,18,12,10,20,22,11,83,70,99,0,1,0,0,20,44
0,265,Free Agent,NA,Dennis,Thatcher,1,62,76,331,LT,57,57,20,15,22,21,70,66,24,25,13,13,20,8,12,20,25,22,77,70,99,0,0,0,0,19,36
0,266,Free Agent,NA,Jacob,Robson,1,74,77,330,LG,70,56,14,13,24,27,74,69,21,22,13,19,24,22,6,11,22,20,79,81,99,0,0,0,0,21,41
0,267,Free Agent,NA,Kasey,Jolley,1,69,75,327,C,59,62,15,23,18,16,73,66,25,8,24,8,7,25,16,13,9,19,77,69,99,0,0,0,0,21,35
0,268,Free Agent,NA,Bennie,Charles,5,65,74,335,RG,51,66,13,20,12,21,72,75,23,22,23,21,9,18,10,13,9,15,67,72,99,0,0,0,0,22,69
0,269,Free Agent,NA,Lashawn,Bazemore,5,96,77,301,DE,78,55,34,10,31,20,48,38,14,22,25,21,65,67,70,63,9,23,69,75,99,0,0,0,0,19,25
0,270,Free Agent,NA,Reagan,Mcvey,1,93,75,274,DE,66,71,38,15,30,6,41,21,23,19,11,20,64,74,68,62,26,18,73,71,99,0,0,0,0,22,42
0,271,Free Agent,NA,Skylar,Nielson,1,91,75,278,DE,70,65,19,17,30,33,39,49,17,21,17,24,65,63,70,61,10,21,73,75,99,0,0,0,0,19,52
0,272,Free Agent,NA,Kris,Regan,1,90,75,276,DE,68,75,19,9,31,33,51,37,10,23,24,12,64,69,63,65,7,20,69,71,99,0,0,0,0,20,0
0,273,Free Agent,NA,Toby,Gentry,1,94,74,337,DT,67,66,18,22,17,14,17,22,25,24,20,8,63,74,76,55,12,23,69,84,99,0,0,0,0,22,39
0,274,Free Agent,NA,Pat,Griswold,1,53,73,237,OLB,65,71,23,10,52,29,7,34,14,25,9,18,67,58,67,73,66,61,75,82,99,1,0,0,0,19,85
0,275,Free Agent,NA,Cortez,Mapp,5,56,74,264,OLB,63,72,44,15,56,37,10,34,26,9,18,23,64,61,63,69,69,72,69,76,99,0,1,0,0,22,68
0,276,Free Agent,NA,Dustin,Nason,1,51,73,251,MLB,68,73,18,31,57,44,27,10,20,20,20,13,61,67,66,54,56,69,73,89,99,1,1,0,0,22,3
0,277,Free Agent,NA,Clay,Grover,1,50,77,231,MLB,59,74,36,28,41,32,12,45,22,23,21,16,64,59,70,61,56,53,69,71,99,1,0,0,0,21,25
0,278,Free Agent,NA,Antwon,Dabney,5,34,69,217,DB,61,84,34,12,45,50,12,23,13,25,16,8,50,51,59,58,74,61,84,85,99,1,1,0,0,19,87
0,279,Free Agent,NA,Darrius,Archie,5,23,73,181,SS,49,85,14,21,48,53,43,29,18,23,10,15,57,46,59,53,60,59,81,81,99,1,1,0,0,20,59
0,280,Free Agent,NA,Mikel,Conyers,5,39,75,200,FS,56,83,24,17,63,39,35,21,19,19,22,18,45,28,59,53,63,58,76,83,99,0,0,0,0,19,73
0,281,Free Agent,NA,Ezra,Jamerson,5,85,72,171,WR,71,87,48,49,61,74,26,55,47,30,18,24,16,16,16,8,25,20,76,83,99,0,0,0,0,21,93
0,282,Free Agent,NA,Jimmie,Gayle,5,19,75,197,WR,78,92,49,45,55,65,26,52,46,53,43,24,8,26,23,12,12,17,71,68,99,0,1,0,0,22,25
0,283,Free Agent,NA,Kristopher,Hutchens,1,2,69,187,WR,75,90,50,53,51,69,29,47,26,26,35,8,19,17,12,12,25,31,86,86,99,0,0,0,0,21,19
0,284,Free Agent,NA,Darren,Charles,5,16,76,182,WR,75,91,36,41,56,59,27,46,51,35,34,33,17,28,12,22,14,12,81,71,99,1,0,0,0,19,2
0,285,Free Agent,NA,Miles,Nealy,5,10,69,218,WR,62,90,37,49,67,58,28,47,38,35,12,22,9,8,9,13,31,9,69,79,99,0,1,0,0,21,27
0,286,Free Agent,NA,Eugene,Stallworth,5,81,68,176,WR,77,88,23,42,66,47,25,51,24,22,19,5,24,8,24,13,10,30,82,84,99,1,1,0,0,19,73
0,287,Free Agent,NA,Javier,Monge,3,2,71,187,WR,48,86,36,37,66,75,25,52,5,51,7,21,24,16,10,9,28,18,66,62,99,1,0,0,0,19,88
0,288,Free Agent,NA,Carlton,Heard,5,15,75,199,WR,61,85,33,41,64,57,20,45,18,10,29,5,5,5,9,21,18,15,74,79,99,1,0,0,0,22,16
0,289,Free Agent,NA,Daron,Shabazz,5,8,75,218,WR,48,87,44,34,69,66,21,45,39,49,16,12,22,5,8,18,13,28,69,72,99,1,1,0,0,19,30
0,290,Free Agent,NA,Demond,Boddie,5,85,76,180,WR,50,78,36,50,73,64,27,48,36,11,19,9,15,7,8,8,28,7,72,63,99,1,1,0,0,21,84
